date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:35:03	226764/226764	---MCZ	200	added ('OK')	text/html	etag:W/%22b47f4a71dbbf2172dffc1aaffc898c22%22	https://gearo-html.vercel.app/shopping-cart.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/shopping-cart.html	(from https://gearo-html.vercel.app/)
17:35:03	222853/222853	---MCZ	200	added ('OK')	text/html	etag:W/%2281c3e8e4d6b8a8c3e9893b5fe241bcf9%22	https://gearo-html.vercel.app/checkout.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/checkout.html	(from https://gearo-html.vercel.app/)
17:35:04	192268/192268	---MCZ	200	added ('OK')	text/html	etag:W/%22c0b9de5a566811a9dc224af0b947cf37%22	https://gearo-html.vercel.app/order.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/order.html	(from https://gearo-html.vercel.app/)
17:35:04	193435/193435	---MCZ	200	added ('OK')	text/html	etag:W/%22bdbbae7bf8b4c6180145d8d90703ce16%22	https://gearo-html.vercel.app/login.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/login.html	(from https://gearo-html.vercel.app/)
17:35:05	226669/226669	---MCZ	200	added ('OK')	text/html	etag:W/%229305633886a136f90a6c9fcb74eaa8a2%22	https://gearo-html.vercel.app/wish-list.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/wish-list.html	(from https://gearo-html.vercel.app/)
17:35:06	211388/211388	---MCZ	200	added ('OK')	text/html	etag:W/%22f2ce4100796f26a4ee5afde13ad1a4d4%22	https://gearo-html.vercel.app/search-result.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/search-result.html	(from https://gearo-html.vercel.app/)
17:35:06	216959/216959	---MCZ	200	added ('OK')	text/html	etag:W/%22f37552422c69b231d1d596cfb7ed00e0%22	https://gearo-html.vercel.app/my-account.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/my-account.html	(from https://gearo-html.vercel.app/)
17:35:07	1699238/1699238	---M--	200	added ('OK')	image/jpeg	etag:%225331b919eb262f4b0ac7f488257087ca%22	https://gearo-html.vercel.app/images/banner/banner-1.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/banner/banner-1.jpg	(from https://gearo-html.vercel.app/)
17:35:07	294874/294874	---MCZ	200	added ('OK')	text/html	etag:W/%22302a7221a3eded7bee4a9cbbe762baed%22	https://gearo-html.vercel.app/product-detail.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/product-detail.html	(from https://gearo-html.vercel.app/)
17:35:08	294891/294891	---MCZ	200	added ('OK')	text/html	etag:W/%22441a80c682ae1c9b71f00e9a00315052%22	https://gearo-html.vercel.app/product-thumbnails-right.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/product-thumbnails-right.html	(from https://gearo-html.vercel.app/)
17:35:08	294860/294860	---MCZ	200	added ('OK')	text/html	etag:W/%2215bb3093cf0574c890f7a4de14ec440c%22	https://gearo-html.vercel.app/product-thumbnails-bottom.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/product-thumbnails-bottom.html	(from https://gearo-html.vercel.app/)
17:35:09	291525/291525	---MCZ	200	added ('OK')	text/html	etag:W/%2256e36e54837e3a8392452030147aa6da%22	https://gearo-html.vercel.app/product-grid-1.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/product-grid-1.html	(from https://gearo-html.vercel.app/)
17:35:10	293701/293701	---MCZ	200	added ('OK')	text/html	etag:W/%2271a1cb33f1c17be50baf1fbbd4e20429%22	https://gearo-html.vercel.app/product-grid-2.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/product-grid-2.html	(from https://gearo-html.vercel.app/)
17:35:10	293721/293721	---MCZ	200	added ('OK')	text/html	etag:W/%22e3aa0a68c2bbf9e6a9492f6fc11208a7%22	https://gearo-html.vercel.app/product-stacked.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/product-stacked.html	(from https://gearo-html.vercel.app/)
17:35:11	298121/298121	---MCZ	200	added ('OK')	text/html	etag:W/%2214d0e8aa5df7b33a0f52da2a07ed41c2%22	https://gearo-html.vercel.app/product-description-accordion.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/product-description-accordion.html	(from https://gearo-html.vercel.app/)
17:35:11	291591/291591	---MCZ	200	added ('OK')	text/html	etag:W/%225b9c26aa9df21becbb7077a834c7cf6d%22	https://gearo-html.vercel.app/product-description-list.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/product-description-list.html	(from https://gearo-html.vercel.app/)
17:35:12	294541/294541	---MCZ	200	added ('OK')	text/html	etag:W/%22df84e0fb8a0013b8df2718191ae0a09d%22	https://gearo-html.vercel.app/product-swatch-image.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/product-swatch-image.html	(from https://gearo-html.vercel.app/)
17:35:12	294557/294557	---MCZ	200	added ('OK')	text/html	etag:W/%229679999d5913cbc890458091d5ccdf20%22	https://gearo-html.vercel.app/product-swatch-image-rounded.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/product-swatch-image-rounded.html	(from https://gearo-html.vercel.app/)
17:35:13	294423/294423	---MCZ	200	added ('OK')	text/html	etag:W/%228febf23207fc8e9a465ae310ff1987e1%22	https://gearo-html.vercel.app/product-swatch-dropdown.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/product-swatch-dropdown.html	(from https://gearo-html.vercel.app/)
17:35:14	294876/294876	---MCZ	200	added ('OK')	text/html	etag:W/%227afdc8e1a96451f41721f1466d733b2b%22	https://gearo-html.vercel.app/product-swatch-dropdown-color.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/product-swatch-dropdown-color.html	(from https://gearo-html.vercel.app/)
17:35:14	301634/301634	---MCZ	200	added ('OK')	text/html	etag:W/%22ed9ebf198427a9ccb6f1e09b0a575d55%22	https://gearo-html.vercel.app/product-bought-together.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/product-bought-together.html	(from https://gearo-html.vercel.app/)
17:35:15	300913/300913	---MCZ	200	added ('OK')	text/html	etag:W/%22d1675101247bbd5cbf4dd9fee0f50bfd%22	https://gearo-html.vercel.app/product-bought-together-2.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/product-bought-together-2.html	(from https://gearo-html.vercel.app/)
17:35:16	297294/297294	---MCZ	200	added ('OK')	text/html	etag:W/%22d952b5cc6046f78d8e4e4673df0f46e3%22	https://gearo-html.vercel.app/product-up-sell.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/product-up-sell.html	(from https://gearo-html.vercel.app/)
17:35:16	294994/294994	---MCZ	200	added ('OK')	text/html	etag:W/%22c518cbac93e8167c2b7079e9bdfd481f%22	https://gearo-html.vercel.app/product-pre-order.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/product-pre-order.html	(from https://gearo-html.vercel.app/)
17:35:16	297955/297955	---MCZ	200	added ('OK')	text/html	etag:W/%22acecde33bd5b23964895388a02aa3864%22	https://gearo-html.vercel.app/product-grouped.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/product-grouped.html	(from https://gearo-html.vercel.app/)
17:35:17	294913/294913	---MCZ	200	added ('OK')	text/html	etag:W/%22f95f5be1cc3f00d4ac1b3d0787758f7c%22	https://gearo-html.vercel.app/product-out-of-stock.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/product-out-of-stock.html	(from https://gearo-html.vercel.app/)
17:35:18	295235/295235	---MCZ	200	added ('OK')	text/html	etag:W/%22b08e14db8c06ee359317e6faa5e500e1%22	https://gearo-html.vercel.app/product-pickup-available.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/product-pickup-available.html	(from https://gearo-html.vercel.app/)
17:35:18	294524/294524	---MCZ	200	added ('OK')	text/html	etag:W/%222278ad4b94b7b1c396ba730a9131f9f0%22	https://gearo-html.vercel.app/product-external.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/product-external.html	(from https://gearo-html.vercel.app/)
17:35:18	40270/40270	---M--	200	added ('OK')	image/jpeg	etag:%22ef59cbc7d9a3e6b86e2b7f9f1579a434%22	https://gearo-html.vercel.app/images/banner/collections-1.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/banner/collections-1.jpg	(from https://gearo-html.vercel.app/)
17:35:19	207399/207399	---MCZ	200	added ('OK')	text/html	etag:W/%2264572da5df8dbc28a3746a5b131aa0fc%22	https://gearo-html.vercel.app/blog-grid.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/blog-grid.html	(from https://gearo-html.vercel.app/)
17:35:19	214136/214136	---MCZ	200	added ('OK')	text/html	etag:W/%226fb952dab1e6fae5b76aabb3e4986eb3%22	https://gearo-html.vercel.app/blog-list.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/blog-list.html	(from https://gearo-html.vercel.app/)
17:35:20	194891/194891	---MCZ	200	added ('OK')	text/html	etag:W/%22d313a76a24fde4b722e94410918ee126%22	https://gearo-html.vercel.app/blog-details.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/blog-details.html	(from https://gearo-html.vercel.app/)
17:35:20	212440/212440	---MCZ	200	added ('OK')	text/html	etag:W/%22acd39259d615b058c80920ff28728a12%22	https://gearo-html.vercel.app/faqs.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/faqs.html	(from https://gearo-html.vercel.app/)
17:35:21	199926/199926	---MCZ	200	added ('OK')	text/html	etag:W/%223218585af2c07f631a496bc784656c58%22	https://gearo-html.vercel.app/term-of-use.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/term-of-use.html	(from https://gearo-html.vercel.app/)
17:35:22	313012/313012	---MCZ	200	added ('OK')	text/html	etag:W/%22319de5f4eacac38d3f1a5f661a614694%22	https://gearo-html.vercel.app/index.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/index-2.html	(from https://gearo-html.vercel.app/)
17:35:22	119556/119556	---M--	200	added ('OK')	image/jpeg	etag:%22932a97159f5df1d65aae51421d0f79e9%22	https://gearo-html.vercel.app/images/demo/home-1.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/demo/home-1.jpg	(from https://gearo-html.vercel.app/)
17:35:23	304187/304187	---MCZ	200	added ('OK')	text/html	etag:W/%2242eb600b249561d7788e8446b3a8994f%22	https://gearo-html.vercel.app/home-2.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/home-2.html	(from https://gearo-html.vercel.app/)
17:35:23	132709/132709	---M--	200	added ('OK')	image/jpeg	etag:%221cbb69e995874465204a0cf79a838100%22	https://gearo-html.vercel.app/images/demo/home-2.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/demo/home-2.jpg	(from https://gearo-html.vercel.app/)
17:35:23	293870/293870	---MCZ	200	added ('OK')	text/html	etag:W/%22a57c0551b64687c2530fe1d155d0c3c9%22	https://gearo-html.vercel.app/home-3.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/home-3.html	(from https://gearo-html.vercel.app/)
17:35:23	115028/115028	---M--	200	added ('OK')	image/jpeg	etag:%221f9caaece1f0526f29408c594e6c257e%22	https://gearo-html.vercel.app/images/demo/home-3.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/demo/home-3.jpg	(from https://gearo-html.vercel.app/)
17:35:24	275034/275034	---MCZ	200	added ('OK')	text/html	etag:W/%22a8fbb5da1937f56d09a3a7b4ea820746%22	https://gearo-html.vercel.app/home-4.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/home-4.html	(from https://gearo-html.vercel.app/)
17:35:24	107247/107247	---M--	200	added ('OK')	image/jpeg	etag:%228f38a17e8dead897922c2e2154e79123%22	https://gearo-html.vercel.app/images/demo/home-4.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/demo/home-4.jpg	(from https://gearo-html.vercel.app/)
17:35:25	269989/269989	---MCZ	200	added ('OK')	text/html	etag:W/%22f0b56e068c0d293f48b2ce9b29d03cb2%22	https://gearo-html.vercel.app/home-5.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/home-5.html	(from https://gearo-html.vercel.app/)
17:35:25	136774/136774	---M--	200	added ('OK')	image/jpeg	etag:%226d76e897dbdf7dd169738c98fdca2d71%22	https://gearo-html.vercel.app/images/demo/home-5.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/demo/home-5.jpg	(from https://gearo-html.vercel.app/)
17:35:25	6104/6104	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e772eb7b1cb48f7a6427f38e603cf3f6%22	https://gearo-html.vercel.app/images/logo/logo.svg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/logo/logo.svg	(from https://gearo-html.vercel.app/)
17:35:26	602499/602499	---M--	200	added ('OK')	image/jpeg	etag:%22a3ae83713080268590f2d75d58b41bd7%22	https://gearo-html.vercel.app/images/slider/slider-1.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/slider/slider-1.jpg	(from https://gearo-html.vercel.app/)
17:35:26	280221/280221	---M--	200	added ('OK')	image/jpeg	etag:%22f2203b563b1e900b775b287fc1df387f%22	https://gearo-html.vercel.app/images/slider/slider-2.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/slider/slider-2.jpg	(from https://gearo-html.vercel.app/)
17:35:27	758088/758088	---M--	200	added ('OK')	image/jpeg	etag:%221449acfaa63282a46480ed7c05d2d8b8%22	https://gearo-html.vercel.app/images/slider/slider-3.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/slider/slider-3.jpg	(from https://gearo-html.vercel.app/)
17:35:27	53904/53904	---M--	200	added ('OK')	image/jpeg	etag:%22b66d3bf0c91e83113b48e61e3aa6728d%22	https://gearo-html.vercel.app/images/section/collections-banner.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/section/collections-banner.jpg	(from https://gearo-html.vercel.app/)
17:35:27	78256/78256	---M--	200	added ('OK')	image/jpeg	etag:%22f5460c6c21315451428e4547f968e108%22	https://gearo-html.vercel.app/images/section/collections-banner-1.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/section/collections-banner-1.jpg	(from https://gearo-html.vercel.app/)
17:35:28	142178/142178	---M--	200	added ('OK')	image/jpeg	etag:%22e7d5a2f66b3b1e55dea8405648c672b1%22	https://gearo-html.vercel.app/images/section/collections-banner-2.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/section/collections-banner-2.jpg	(from https://gearo-html.vercel.app/)
17:35:28	62005/62005	---M--	200	added ('OK')	image/jpeg	etag:%224ada0143be36f022e5533f359f416ece%22	https://gearo-html.vercel.app/images/section/collections-banner-3.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/section/collections-banner-3.jpg	(from https://gearo-html.vercel.app/)
17:35:28	85682/85682	---M--	200	added ('OK')	image/jpeg	etag:%22bbf0ab286b853294157480e36049b7c4%22	https://gearo-html.vercel.app/images/section/collections-banner-4.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/section/collections-banner-4.jpg	(from https://gearo-html.vercel.app/)
17:35:29	146561/146561	---M--	200	added ('OK')	image/jpeg	etag:%22c377a72c72bd5d329d8b3cff7bc14012%22	https://gearo-html.vercel.app/images/shop/product-1.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/shop/product-1.jpg	(from https://gearo-html.vercel.app/)
17:35:29	79859/79859	---M--	200	added ('OK')	image/jpeg	etag:%222de1ba6b65a3acf1e79990e122a842ed%22	https://gearo-html.vercel.app/images/shop/product-1.1.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/shop/product-1.1.jpg	(from https://gearo-html.vercel.app/)
17:35:29	314140/314140	---M--	200	added ('OK')	image/jpeg	etag:%2253924d3297ab81fd651b33b1c005807c%22	https://gearo-html.vercel.app/images/shop/product-1.2.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/shop/product-1.2.jpg	(from https://gearo-html.vercel.app/)
17:35:30	41718/41718	---M--	200	added ('OK')	image/jpeg	etag:%22001faaf96434bddbd2c1798ac7c59899%22	https://gearo-html.vercel.app/images/shop/product-1.3.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/shop/product-1.3.jpg	(from https://gearo-html.vercel.app/)
17:35:30	12521/12521	---M--	200	added ('OK')	image/jpeg	etag:%22d36079fbe300522d3a13358f12c17fc9%22	https://gearo-html.vercel.app/images/shop/product-2.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/shop/product-2.jpg	(from https://gearo-html.vercel.app/)
17:35:30	13012/13012	---M--	200	added ('OK')	image/jpeg	etag:%2228f82dcc004b0beee7f69db519e7e087%22	https://gearo-html.vercel.app/images/shop/product-2.1.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/shop/product-2.1.jpg	(from https://gearo-html.vercel.app/)
17:35:31	42452/42452	---M--	200	added ('OK')	image/jpeg	etag:%2277cd510694a82bba9c27bec6944ee06b%22	https://gearo-html.vercel.app/images/shop/product-2.2.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/shop/product-2.2.jpg	(from https://gearo-html.vercel.app/)
17:35:31	5615/5615	---M--	200	added ('OK')	image/jpeg	etag:%22f4c2dee88be424973ff4c5488a39e9cb%22	https://gearo-html.vercel.app/images/shop/product-3.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/shop/product-3.jpg	(from https://gearo-html.vercel.app/)
17:35:32	5642/5642	---M--	200	added ('OK')	image/jpeg	etag:%22be3ffafc49f2b4260a9e38265bbe5a52%22	https://gearo-html.vercel.app/images/shop/product-3.1.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/shop/product-3.1.jpg	(from https://gearo-html.vercel.app/)
17:35:32	23680/23680	---M--	200	added ('OK')	image/jpeg	etag:%223ba3ccd91ac82b5667705e64e160d995%22	https://gearo-html.vercel.app/images/shop/product-3.2.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/shop/product-3.2.jpg	(from https://gearo-html.vercel.app/)
17:35:32	47678/47678	---M--	200	added ('OK')	image/jpeg	etag:%22f502ed232e981ab8afdaa21614d22c6c%22	https://gearo-html.vercel.app/images/shop/product-3.3.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/shop/product-3.3.jpg	(from https://gearo-html.vercel.app/)
17:35:33	84844/84844	---M--	200	added ('OK')	image/jpeg	etag:%22e75549b652247fcbcb339a9c3ba4f033%22	https://gearo-html.vercel.app/images/shop/product-4.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/shop/product-4.jpg	(from https://gearo-html.vercel.app/)
17:35:33	369879/369879	---M--	200	added ('OK')	image/jpeg	etag:%22bce055ad03773c4dff10a5184a701409%22	https://gearo-html.vercel.app/images/shop/product-4.1.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/shop/product-4.1.jpg	(from https://gearo-html.vercel.app/)
